Reporter	Partner	Item	Element	Year	Unit	Value	Flag
Armenia	Austria	Cattle	Import Quantity	2007	Head	110	Official data
Armenia	Austria	Cattle	Import Quantity	2008	Head	615	Official data
Armenia	Austria	Cattle	Import Quantity	2009	Head	309	Official data
Armenia	Austria	Cattle	Import Value	2007	1000 US$	385	Official data
Armenia	Austria	Cattle	Import Value	2008	1000 US$	2339	Official data
Armenia	Austria	Cattle	Import Value	2009	1000 US$	1061	Official data
Armenia	France	Cattle	Import Quantity	2004	Head	4	Official data
Armenia	France	Cattle	Import Value	2004	1000 US$	9	Official data
Armenia	Germany	Cattle	Import Quantity	2005	Head	60	Official data
Armenia	Germany	Cattle	Import Quantity	2006	Head	61	Official data
Armenia	Germany	Cattle	Import Value	2005	1000 US$	162	Official data
Armenia	Germany	Cattle	Import Value	2006	1000 US$	165	Official data
Armenia	Spain	Cattle	Import Quantity	2001	Head	14	Official data
Armenia	Spain	Cattle	Import Value	2001	1000 US$	46	Official data
Armenia	Unspecified	Cattle	Import Quantity	2003	Head	1	Official data
Armenia	Unspecified	Cattle	Import Value	2003	1000 US$	2	Official data
Albania	Austria	Cattle	Import Quantity	2001	Head	33	Official data
Albania	Austria	Cattle	Import Quantity	2002	Head	396	Official data
Albania	Austria	Cattle	Import Quantity	2003	Head	628	Official data
Albania	Austria	Cattle	Import Quantity	2004	Head	166	Official data
Albania	Austria	Cattle	Import Quantity	2005	Head	293	Official data
Albania	Austria	Cattle	Import Quantity	2006	Head	254	Official data
Albania	Austria	Cattle	Import Quantity	2007	Head	63	Official data
Albania	Austria	Cattle	Import Value	2001	1000 US$	20	Official data
Albania	Austria	Cattle	Import Value	2002	1000 US$	186	Official data
Albania	Austria	Cattle	Import Value	2003	1000 US$	287	Official data
Albania	Austria	Cattle	Import Value	2004	1000 US$	214	Official data
Albania	Austria	Cattle	Import Value	2005	1000 US$	344	Official data
Albania	Austria	Cattle	Import Value	2006	1000 US$	305	Official data
Albania	Austria	Cattle	Import Value	2007	1000 US$	92	Official data
Albania	Bulgaria	Cattle	Import Quantity	2002	Head	1121	Unofficial figure                                 
Albania	Bulgaria	Cattle	Import Quantity	2003	Head	2181	Official data
Albania	Bulgaria	Cattle	Import Quantity	2004	Head	2659	Official data
Albania	Bulgaria	Cattle	Import Quantity	2005	Head	49058	Official data
Albania	Bulgaria	Cattle	Import Quantity	2006	Head	115843	Unofficial figure                                 
Albania	Bulgaria	Cattle	Import Quantity	2007	Head	62453	Unofficial figure                                 
Albania	Bulgaria	Cattle	Import Quantity	2008	Head	48039	Official data
Albania	Bulgaria	Cattle	Import Quantity	2009	Head	35894	Official data
Albania	Bulgaria	Cattle	Import Value	2002	1000 US$	111	Official data
Albania	Bulgaria	Cattle	Import Value	2003	1000 US$	341	Official data
Albania	Bulgaria	Cattle	Import Value	2004	1000 US$	587	Official data
Albania	Bulgaria	Cattle	Import Value	2005	1000 US$	6492	Official data
Albania	Bulgaria	Cattle	Import Value	2006	1000 US$	16909	Official data
Albania	Bulgaria	Cattle	Import Value	2007	1000 US$	23314	Official data
Albania	Bulgaria	Cattle	Import Value	2008	1000 US$	22954	Official data
Albania	Bulgaria	Cattle	Import Value	2009	1000 US$	19921	Official data
Albania	Denmark	Cattle	Import Quantity	2000	Head	50	Official data
Albania	Denmark	Cattle	Import Quantity	2003	Head	44	Official data
Albania	Denmark	Cattle	Import Quantity	2004	Head	80	Official data
Albania	Denmark	Cattle	Import Quantity	2005	Head	40	Official data
Albania	Denmark	Cattle	Import Quantity	2006	Head	40	Official data
Albania	Denmark	Cattle	Import Quantity	2008	Head	73	Official data
Albania	Denmark	Cattle	Import Value	2000	1000 US$	20	Official data
Albania	Denmark	Cattle	Import Value	2003	1000 US$	56	Official data
Albania	Denmark	Cattle	Import Value	2004	1000 US$	72	Official data
Albania	Denmark	Cattle	Import Value	2005	1000 US$	15	Official data
Albania	Denmark	Cattle	Import Value	2006	1000 US$	63	Official data
Albania	Denmark	Cattle	Import Value	2008	1000 US$	196	Official data
Albania	France	Cattle	Import Quantity	1996	Head	196	Official data
Albania	France	Cattle	Import Quantity	1999	Head	15	Official data
Albania	France	Cattle	Import Quantity	2002	Head	65	Official data
Albania	France	Cattle	Import Value	1996	1000 US$	240	Official data
Albania	France	Cattle	Import Value	1999	1000 US$	23	Official data
Albania	France	Cattle	Import Value	2002	1000 US$	9	Official data
Albania	Germany	Cattle	Import Quantity	2002	Head	224	Official data
Albania	Germany	Cattle	Import Quantity	2003	Head	526	Official data
Albania	Germany	Cattle	Import Quantity	2004	Head	527	Official data
Albania	Germany	Cattle	Import Quantity	2005	Head	562	Official data
Albania	Germany	Cattle	Import Quantity	2006	Head	589	Official data
Albania	Germany	Cattle	Import Quantity	2007	Head	132	Official data
Albania	Germany	Cattle	Import Quantity	2008	Head	63	Official data
Albania	Germany	Cattle	Import Quantity	2009	Head	368	Official data
Albania	Germany	Cattle	Import Value	2002	1000 US$	116	Official data
Albania	Germany	Cattle	Import Value	2003	1000 US$	425	Official data
Albania	Germany	Cattle	Import Value	2004	1000 US$	538	Official data
Albania	Germany	Cattle	Import Value	2005	1000 US$	515	Official data
Albania	Germany	Cattle	Import Value	2006	1000 US$	560	Official data
Albania	Germany	Cattle	Import Value	2007	1000 US$	153	Official data
Albania	Germany	Cattle	Import Value	2008	1000 US$	157	Official data
Albania	Germany	Cattle	Import Value	2009	1000 US$	350	Official data
Albania	Greece	Cattle	Import Quantity	2003	Head	125	Unofficial figure                                 
Albania	Greece	Cattle	Import Quantity	2004	Head	76	Official data
Albania	Greece	Cattle	Import Quantity	2009	Head	60	Official data
Albania	Greece	Cattle	Import Value	2003	1000 US$	26	Official data
Albania	Greece	Cattle	Import Value	2004	1000 US$	10	Official data
Albania	Greece	Cattle	Import Value	2009	1000 US$	33	Official data
Albania	Ireland	Cattle	Import Quantity	1999	Head	132	Official data
Albania	Ireland	Cattle	Import Quantity	2000	Head	70	Official data
Albania	Ireland	Cattle	Import Quantity	2004	Head	68	Official data
Albania	Ireland	Cattle	Import Quantity	2005	Head	137	Official data
Albania	Ireland	Cattle	Import Quantity	2006	Head	112	Official data
Albania	Ireland	Cattle	Import Quantity	2007	Head	124	Official data
Albania	Ireland	Cattle	Import Quantity	2008	Head	47	Official data
Albania	Ireland	Cattle	Import Quantity	2009	Head	361	Official data
Albania	Ireland	Cattle	Import Value	1999	1000 US$	86	Official data
Albania	Ireland	Cattle	Import Value	2000	1000 US$	47	Official data
Albania	Ireland	Cattle	Import Value	2004	1000 US$	72	Official data
Albania	Ireland	Cattle	Import Value	2005	1000 US$	89	Official data
Albania	Ireland	Cattle	Import Value	2006	1000 US$	79	Official data
Albania	Ireland	Cattle	Import Value	2007	1000 US$	135	Official data
Albania	Ireland	Cattle	Import Value	2008	1000 US$	82	Official data
Albania	Ireland	Cattle	Import Value	2009	1000 US$	241	Official data
Albania	Republic of Moldova	Cattle	Import Quantity	2005	Head	188	Unofficial figure                                 
Albania	Republic of Moldova	Cattle	Import Quantity	2006	Head	182	Official data
Albania	Republic of Moldova	Cattle	Import Value	2005	1000 US$	52	Official data
Albania	Republic of Moldova	Cattle	Import Value	2006	1000 US$	44	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Quantity	2002	Head	7	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Quantity	2005	Head	154	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Quantity	2006	Head	187	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Quantity	2007	Head	5220	Unofficial figure                                 
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Quantity	2008	Head	8597	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Quantity	2009	Head	6371	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Value	2002	1000 US$	1	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Value	2005	1000 US$	35	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Value	2006	1000 US$	53	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Value	2007	1000 US$	337	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Value	2008	1000 US$	2907	Official data
Albania	The former Yugoslav Republic of Macedonia	Cattle	Import Value	2009	1000 US$	2708	Official data
Albania	Russian Federation	Cattle	Import Quantity	2004	Head	110	Official data
Albania	Russian Federation	Cattle	Import Value	2004	1000 US$	20	Official data
Albania	Serbia and Montenegro	Cattle	Import Quantity	2000	Head	926	Official data
Albania	Serbia and Montenegro	Cattle	Import Quantity	2003	Head	61	Official data
Albania	Serbia and Montenegro	Cattle	Import Value	2000	1000 US$	73	Official data
Albania	Serbia and Montenegro	Cattle	Import Value	2003	1000 US$	12	Official data
Albania	Serbia and Montenegro	Cattle	Export Quantity	2001	Head	27	Official data
Albania	Serbia and Montenegro	Cattle	Export Quantity	2002	Head	6	Official data
Albania	Serbia and Montenegro	Cattle	Export Value	2001	1000 US$	18	Official data
Albania	Serbia and Montenegro	Cattle	Export Value	2002	1000 US$	2	Official data
Albania	Switzerland	Cattle	Import Quantity	2003	Head	138	Unofficial figure                                 
Albania	Switzerland	Cattle	Import Value	2003	1000 US$	29	Official data
Albania	Unspecified	Cattle	Import Quantity	2003	Head	137	Official data
Albania	Unspecified	Cattle	Import Quantity	2005	Head	17307	Official data
Albania	Unspecified	Cattle	Import Value	2003	1000 US$	11	Official data
Albania	Unspecified	Cattle	Import Value	2005	1000 US$	287	Official data
Algeria	Austria	Cattle	Import Quantity	1986	Head	890	Official data
Algeria	Austria	Cattle	Import Quantity	1987	Head	2000	Official data
Algeria	Austria	Cattle	Import Quantity	1988	Head	303	Official data
Afghanistan	Pakistan	Cattle	Import Quantity	2009	Head	4814	Official data
Afghanistan	Pakistan	Cattle	Import Value	2009	1000 US$	1520	Official data
Albania	Hungary	Cattle	Import Quantity	2008	Head	1818	Unofficial figure                                 
Albania	Hungary	Cattle	Import Quantity	2009	Head	1827	Official data
Albania	Hungary	Cattle	Import Value	2008	1000 US$	1528	Official data
Albania	Hungary	Cattle	Import Value	2009	1000 US$	1035	Official data
Albania	Italy	Cattle	Import Quantity	1997	Head	3	Official data
Albania	Italy	Cattle	Import Quantity	2002	Head	60	Official data
Albania	Italy	Cattle	Import Quantity	2004	Head	20	Official data
Albania	Italy	Cattle	Import Quantity	2007	Head	8	Official data
Albania	Italy	Cattle	Import Value	1997	1000 US$	9	Official data
Albania	Italy	Cattle	Import Value	2002	1000 US$	7	Official data
Albania	Italy	Cattle	Import Value	2004	1000 US$	70	Official data
Albania	Italy	Cattle	Import Value	2007	1000 US$	3	Official data
Albania	Netherlands	Cattle	Import Quantity	1996	Head	35	Official data
Albania	Netherlands	Cattle	Import Quantity	1999	Head	183	Unofficial figure                                 
Albania	Netherlands	Cattle	Import Quantity	2000	Head	64	Official data
Albania	Netherlands	Cattle	Import Quantity	2002	Head	35	Official data
Albania	Netherlands	Cattle	Import Quantity	2003	Head	66	Official data
Albania	Netherlands	Cattle	Import Quantity	2004	Head	136	Official data
Albania	Netherlands	Cattle	Import Quantity	2005	Head	204	Official data
Albania	Netherlands	Cattle	Import Quantity	2006	Head	35	Official data
Albania	Netherlands	Cattle	Import Value	1996	1000 US$	67	Official data
Albania	Netherlands	Cattle	Import Value	1999	1000 US$	59	Official data
Albania	Netherlands	Cattle	Import Value	2000	1000 US$	33	Official data
Albania	Netherlands	Cattle	Import Value	2002	1000 US$	27	Official data
Albania	Netherlands	Cattle	Import Value	2003	1000 US$	39	Official data
Albania	Netherlands	Cattle	Import Value	2004	1000 US$	170	Official data
Albania	Netherlands	Cattle	Import Value	2005	1000 US$	227	Official data
Albania	Netherlands	Cattle	Import Value	2006	1000 US$	38	Official data
Albania	Czech Republic	Cattle	Import Quantity	2001	Head	254	Official data
Albania	Czech Republic	Cattle	Import Quantity	2002	Head	2183	Official data
Albania	Czech Republic	Cattle	Import Quantity	2003	Head	1618	Official data
Albania	Czech Republic	Cattle	Import Quantity	2004	Head	80	Official data
Albania	Czech Republic	Cattle	Import Quantity	2006	Head	32	Official data
Albania	Czech Republic	Cattle	Import Quantity	2008	Head	92	Official data
Albania	Czech Republic	Cattle	Import Quantity	2009	Head	998	Official data
Albania	Czech Republic	Cattle	Import Value	2001	1000 US$	34	Official data
Albania	Czech Republic	Cattle	Import Value	2002	1000 US$	354	Official data
Albania	Czech Republic	Cattle	Import Value	2003	1000 US$	296	Official data
Albania	Czech Republic	Cattle	Import Value	2004	1000 US$	18	Official data
Albania	Czech Republic	Cattle	Import Value	2006	1000 US$	28	Official data
Albania	Czech Republic	Cattle	Import Value	2008	1000 US$	39	Official data
Albania	Czech Republic	Cattle	Import Value	2009	1000 US$	566	Official data
Albania	Poland	Cattle	Import Quantity	2002	Head	2175	Official data
Albania	Poland	Cattle	Import Quantity	2003	Head	21607	Official data
Algeria	Austria	Cattle	Import Quantity	1989	Head	1569	Official data
Algeria	Austria	Cattle	Import Quantity	1991	Head	1653	Official data
Algeria	Austria	Cattle	Import Quantity	1992	Head	1075	Official data
Algeria	Austria	Cattle	Import Quantity	1994	Head	1108	Official data
Algeria	Austria	Cattle	Import Quantity	1998	Head	63	Official data
Algeria	Austria	Cattle	Import Quantity	1999	Head	854	Official data
Algeria	Austria	Cattle	Import Quantity	2000	Head	744	Official data
Algeria	Austria	Cattle	Import Quantity	2003	Head	1842	Unofficial figure                                 
Algeria	Austria	Cattle	Import Quantity	2004	Head	6701	Unofficial figure                                 
Algeria	Austria	Cattle	Import Quantity	2005	Head	2651	Official data
Algeria	Austria	Cattle	Import Quantity	2006	Head	3185	Official data
Algeria	Austria	Cattle	Import Quantity	2009	Head	3999	Official data
Algeria	Austria	Cattle	Import Value	1986	1000 US$	1059	Official data
Algeria	Austria	Cattle	Import Value	1987	1000 US$	3083	Official data
Algeria	Austria	Cattle	Import Value	1988	1000 US$	424	Official data
Algeria	Austria	Cattle	Import Value	1989	1000 US$	1749	Official data
Algeria	Austria	Cattle	Import Value	1991	1000 US$	2452	Official data
Algeria	Austria	Cattle	Import Value	1992	1000 US$	1247	Official data
Algeria	Austria	Cattle	Import Value	1994	1000 US$	1556	Official data
Algeria	Austria	Cattle	Import Value	1998	1000 US$	85	Official data
Algeria	Austria	Cattle	Import Value	1999	1000 US$	1068	Official data
Algeria	Austria	Cattle	Import Value	2000	1000 US$	742	Official data
Algeria	Austria	Cattle	Import Value	2003	1000 US$	2299	Official data
Algeria	Austria	Cattle	Import Value	2004	1000 US$	8125	Official data
Algeria	Austria	Cattle	Import Value	2005	1000 US$	4104	Official data
Algeria	Austria	Cattle	Import Value	2006	1000 US$	5055	Official data
Algeria	Austria	Cattle	Import Value	2009	1000 US$	5493	Official data
Algeria	Bulgaria	Cattle	Import Quantity	1986	Head	200	Official data
Algeria	Bulgaria	Cattle	Import Quantity	1988	Head	698	Official data
Algeria	Bulgaria	Cattle	Import Value	1986	1000 US$	121	Official data
Algeria	Bulgaria	Cattle	Import Value	1988	1000 US$	2429	Official data
Algeria	Czechoslovakia	Cattle	Import Quantity	1992	Head	537	Official data
Algeria	Czechoslovakia	Cattle	Import Value	1992	1000 US$	219	Official data
Algeria	Denmark	Cattle	Import Quantity	1986	Head	400	Official data
Algeria	Denmark	Cattle	Import Quantity	1987	Head	350	Official data
Algeria	Denmark	Cattle	Import Quantity	1988	Head	250	Official data
Algeria	Denmark	Cattle	Import Value	1986	1000 US$	394	Official data
Algeria	Denmark	Cattle	Import Value	1987	1000 US$	355	Official data
Algeria	Denmark	Cattle	Import Value	1988	1000 US$	209	Official data
Algeria	Egypt	Cattle	Import Quantity	2009	Head	52	Official data
Algeria	Egypt	Cattle	Import Value	2009	1000 US$	81	Official data
Algeria	France	Cattle	Import Quantity	1986	Head	2644	Official data
Algeria	France	Cattle	Import Quantity	1987	Head	5317	Official data
Algeria	France	Cattle	Import Quantity	1988	Head	5078	Official data
Algeria	France	Cattle	Import Quantity	1989	Head	325	Official data
Algeria	France	Cattle	Import Quantity	1990	Head	70	Official data
Algeria	France	Cattle	Import Quantity	1991	Head	3597	Official data
Algeria	France	Cattle	Import Quantity	1992	Head	10802	Official data
Algeria	France	Cattle	Import Quantity	1993	Head	6717	Official data
Algeria	France	Cattle	Import Quantity	1994	Head	3716	Official data
Algeria	France	Cattle	Import Quantity	1996	Head	3983	Official data
Algeria	France	Cattle	Import Quantity	1997	Head	52	Official data
Algeria	France	Cattle	Import Quantity	1999	Head	1714	Official data
Algeria	France	Cattle	Import Quantity	2000	Head	1730	Official data
Algeria	France	Cattle	Import Quantity	2003	Head	5828	Unofficial figure                                 
Algeria	France	Cattle	Import Quantity	2004	Head	12411	Unofficial figure                                 
Algeria	France	Cattle	Import Quantity	2005	Head	5719	Official data
Algeria	France	Cattle	Import Quantity	2006	Head	3085	Official data
Algeria	France	Cattle	Import Quantity	2009	Head	10880	Official data
Algeria	France	Cattle	Import Value	1986	1000 US$	2443	Official data
Algeria	France	Cattle	Import Value	1987	1000 US$	6185	Official data
Algeria	France	Cattle	Import Value	1988	1000 US$	5696	Official data
Algeria	France	Cattle	Import Value	1989	1000 US$	295	Official data
Algeria	France	Cattle	Import Value	1990	1000 US$	95	Official data
Algeria	France	Cattle	Import Value	1991	1000 US$	3763	Official data
Algeria	France	Cattle	Import Value	1992	1000 US$	5990	Official data
Algeria	France	Cattle	Import Value	1993	1000 US$	6804	Official data
Algeria	France	Cattle	Import Value	1994	1000 US$	4300	Official data
Algeria	France	Cattle	Import Value	1996	1000 US$	8000	Official data
Algeria	France	Cattle	Import Value	1997	1000 US$	50	Official data
Algeria	France	Cattle	Import Value	1999	1000 US$	2243	Official data
Algeria	France	Cattle	Import Value	2000	1000 US$	2085	Official data
Algeria	France	Cattle	Import Value	2003	1000 US$	7340	Official data
Algeria	France	Cattle	Import Value	2004	1000 US$	16821	Official data
Algeria	France	Cattle	Import Value	2005	1000 US$	9747	Official data
Algeria	France	Cattle	Import Value	2006	1000 US$	5717	Official data
Algeria	France	Cattle	Import Value	2009	1000 US$	17329	Official data
Algeria	Germany	Cattle	Import Quantity	1991	Head	35	Official data
Algeria	Germany	Cattle	Import Quantity	1992	Head	5359	Official data
Algeria	Germany	Cattle	Import Quantity	1993	Head	423	Official data
Algeria	Germany	Cattle	Import Quantity	1994	Head	1493	Official data
Algeria	Germany	Cattle	Import Quantity	1996	Head	1543	Official data
Algeria	Germany	Cattle	Import Quantity	1997	Head	4104	Official data
Algeria	Germany	Cattle	Import Quantity	1998	Head	12981	Official data
Algeria	Germany	Cattle	Import Quantity	1999	Head	15925	Official data
Algeria	Germany	Cattle	Import Quantity	2000	Head	3451	Official data
Algeria	Germany	Cattle	Import Quantity	2003	Head	2071	Official data
Algeria	Germany	Cattle	Import Quantity	2004	Head	25055	Unofficial figure                                 
Algeria	Germany	Cattle	Import Quantity	2005	Head	15119	Official data
Algeria	Germany	Cattle	Import Quantity	2006	Head	5712	Official data
Algeria	Germany	Cattle	Import Quantity	2009	Head	11273	Official data
Algeria	Germany	Cattle	Import Value	1991	1000 US$	33	Official data
Algeria	Germany	Cattle	Import Value	1992	1000 US$	3864	Official data
Algeria	Germany	Cattle	Import Value	1993	1000 US$	507	Official data
Algeria	Germany	Cattle	Import Value	1994	1000 US$	1287	Official data
Albania	Poland	Cattle	Import Quantity	2004	Head	5216	Unofficial figure                                 
Albania	Poland	Cattle	Import Quantity	2005	Head	63	Official data
Albania	Poland	Cattle	Import Quantity	2009	Head	746	Official data
Albania	Poland	Cattle	Import Value	2002	1000 US$	286	Official data
Albania	Poland	Cattle	Import Value	2003	1000 US$	1222	Official data
Albania	Poland	Cattle	Import Value	2004	1000 US$	1026	Official data
Albania	Poland	Cattle	Import Value	2005	1000 US$	30	Official data
Albania	Poland	Cattle	Import Value	2009	1000 US$	457	Official data
Albania	Romania	Cattle	Import Quantity	2002	Head	60	Official data
Albania	Romania	Cattle	Import Quantity	2003	Head	107	Official data
Albania	Romania	Cattle	Import Quantity	2004	Head	1837	Unofficial figure                                 
Albania	Romania	Cattle	Import Quantity	2005	Head	80	Official data
Albania	Romania	Cattle	Import Quantity	2007	Head	1344	Official data
Albania	Romania	Cattle	Import Quantity	2008	Head	730	Official data
Albania	Romania	Cattle	Import Quantity	2009	Head	139	Official data
Albania	Romania	Cattle	Import Value	2002	1000 US$	14	Official data
Albania	Romania	Cattle	Import Value	2003	1000 US$	11	Official data
Albania	Romania	Cattle	Import Value	2004	1000 US$	697	Official data
Albania	Romania	Cattle	Import Value	2005	1000 US$	21	Official data
Albania	Romania	Cattle	Import Value	2007	1000 US$	698	Official data
Albania	Romania	Cattle	Import Value	2008	1000 US$	284	Official data
Albania	Romania	Cattle	Import Value	2009	1000 US$	81	Official data
Albania	Slovenia	Cattle	Import Quantity	2002	Head	501	Official data
Albania	Slovenia	Cattle	Import Quantity	2003	Head	63	Official data
Albania	Slovenia	Cattle	Import Quantity	2008	Head	193	Unofficial figure                                 
Albania	Slovenia	Cattle	Import Quantity	2009	Head	456	Official data
Albania	Slovenia	Cattle	Import Value	2002	1000 US$	79	Official data
Albania	Slovenia	Cattle	Import Value	2003	1000 US$	29	Official data
Albania	Slovenia	Cattle	Import Value	2008	1000 US$	159	Official data
Albania	Slovenia	Cattle	Import Value	2009	1000 US$	254	Official data
Albania	Slovakia	Cattle	Import Quantity	2009	Head	1818	Official data
Albania	Slovakia	Cattle	Import Value	2009	1000 US$	799	Official data
Albania	Serbia	Cattle	Import Quantity	2006	Head	555	Unofficial figure                                 
Albania	Serbia	Cattle	Import Quantity	2007	Head	2002	Official data
Albania	Serbia	Cattle	Import Quantity	2008	Head	4180	Official data
Albania	Serbia	Cattle	Import Quantity	2009	Head	273	Official data
Albania	Serbia	Cattle	Import Value	2006	1000 US$	295	Official data
Albania	Serbia	Cattle	Import Value	2007	1000 US$	505	Official data
Albania	Serbia	Cattle	Import Value	2008	1000 US$	1398	Official data
Albania	Serbia	Cattle	Import Value	2009	1000 US$	140	Official data
Algeria	Canada	Cattle	Import Quantity	2002	Head	325	Official data
Algeria	Canada	Cattle	Import Value	2002	1000 US$	548	Official data
Algeria	China, mainland	Cattle	Import Quantity	2000	Head	20	Official data
Algeria	China, mainland	Cattle	Import Value	2000	1000 US$	21	Official data
Algeria	Croatia	Cattle	Import Quantity	1996	Head	4	Official data
Algeria	Croatia	Cattle	Import Value	1996	1000 US$	7	Official data
Algeria	Netherlands	Cattle	Import Quantity	1986	Head	267	Official data
Algeria	Netherlands	Cattle	Import Quantity	1987	Head	4400	Official data
Algeria	Netherlands	Cattle	Import Quantity	1988	Head	392	Official data
Algeria	Netherlands	Cattle	Import Quantity	1989	Head	3269	Official data
Algeria	Netherlands	Cattle	Import Quantity	1990	Head	545	Official data
Algeria	Netherlands	Cattle	Import Quantity	1992	Head	6254	Official data
Algeria	Netherlands	Cattle	Import Quantity	1993	Head	858	Official data
Algeria	Netherlands	Cattle	Import Quantity	1994	Head	6194	Official data
Algeria	Netherlands	Cattle	Import Quantity	1996	Head	39	Official data
Algeria	Netherlands	Cattle	Import Quantity	1997	Head	1379	Official data
Algeria	Netherlands	Cattle	Import Quantity	1998	Head	2289	Official data
Algeria	Netherlands	Cattle	Import Quantity	1999	Head	1523	Official data
Algeria	Netherlands	Cattle	Import Quantity	2000	Head	2919	Official data
Algeria	Netherlands	Cattle	Import Quantity	2003	Head	1761	Official data
Algeria	Netherlands	Cattle	Import Quantity	2004	Head	6043	Official data
Algeria	Netherlands	Cattle	Import Quantity	2005	Head	2190	Official data
Algeria	Netherlands	Cattle	Import Quantity	2009	Head	1423	Official data
Algeria	Netherlands	Cattle	Import Value	1986	1000 US$	539	Official data
Algeria	Netherlands	Cattle	Import Value	1987	1000 US$	4357	Official data
Algeria	Netherlands	Cattle	Import Value	1988	1000 US$	405	Official data
Algeria	Netherlands	Cattle	Import Value	1989	1000 US$	3998	Official data
Algeria	Netherlands	Cattle	Import Value	1990	1000 US$	573	Official data
Algeria	Netherlands	Cattle	Import Value	1992	1000 US$	8062	Official data
Algeria	Netherlands	Cattle	Import Value	1993	1000 US$	932	Official data
Algeria	Netherlands	Cattle	Import Value	1994	1000 US$	9399	Official data
Algeria	Netherlands	Cattle	Import Value	1996	1000 US$	99	Official data
Algeria	Netherlands	Cattle	Import Value	1997	1000 US$	1662	Official data
Algeria	Netherlands	Cattle	Import Value	1998	1000 US$	3010	Official data
Algeria	Netherlands	Cattle	Import Value	1999	1000 US$	2099	Official data
Algeria	Netherlands	Cattle	Import Value	2000	1000 US$	2914	Official data
Algeria	Netherlands	Cattle	Import Value	2003	1000 US$	2599	Official data
Algeria	Netherlands	Cattle	Import Value	2004	1000 US$	9988	Official data
Algeria	Netherlands	Cattle	Import Value	2005	1000 US$	3495	Official data
Algeria	Netherlands	Cattle	Import Value	2009	1000 US$	2731	Official data
Algeria	Panama	Cattle	Import Quantity	1992	Head	537	Official data
Algeria	Panama	Cattle	Import Value	1992	1000 US$	683	Official data
Algeria	Tunisia	Cattle	Export Value	1992	1000 US$	1	Official data
Algeria	United States of America	Cattle	Import Quantity	1991	Head	170	Official data
Algeria	United States of America	Cattle	Import Value	1991	1000 US$	766	Official data
Algeria	Yugoslav SFR	Cattle	Import Quantity	1987	Head	250	Official data
Algeria	Yugoslav SFR	Cattle	Import Value	1987	1000 US$	307	Official data
Algeria	Belgium	Cattle	Import Quantity	2004	Head	32	Official data
Algeria	Belgium	Cattle	Import Value	2004	1000 US$	47	Official data
Algeria	China	Cattle	Import Quantity	2000	Head	20	Official data
Algeria	China	Cattle	Import Value	2000	1000 US$	21	Official data
Argentina	Brazil	Cattle	Import Quantity	1986	Head	1	Official data
Argentina	Brazil	Cattle	Import Quantity	1988	Head	4	Official data
Algeria	Germany	Cattle	Import Value	1996	1000 US$	3431	Official data
Algeria	Germany	Cattle	Import Value	1997	1000 US$	5283	Official data
Algeria	Germany	Cattle	Import Value	1998	1000 US$	16673	Official data
Algeria	Germany	Cattle	Import Value	1999	1000 US$	19344	Official data
Algeria	Germany	Cattle	Import Value	2000	1000 US$	3697	Official data
Algeria	Germany	Cattle	Import Value	2003	1000 US$	2763	Official data
Algeria	Germany	Cattle	Import Value	2004	1000 US$	33040	Official data
Algeria	Germany	Cattle	Import Value	2005	1000 US$	17007	Official data
Algeria	Germany	Cattle	Import Value	2006	1000 US$	8943	Official data
Algeria	Germany	Cattle	Import Value	2009	1000 US$	19021	Official data
Algeria	Spain	Cattle	Import Quantity	1996	Head	49	Official data
Algeria	Spain	Cattle	Import Value	1996	1000 US$	59	Official data
Algeria	Switzerland	Cattle	Import Quantity	1998	Head	100	Official data
Algeria	Switzerland	Cattle	Import Quantity	2004	Head	94	Official data
Algeria	Switzerland	Cattle	Import Quantity	2005	Head	184	Official data
Algeria	Switzerland	Cattle	Import Value	1998	1000 US$	129	Official data
Algeria	Switzerland	Cattle	Import Value	2004	1000 US$	144	Official data
Algeria	Switzerland	Cattle	Import Value	2005	1000 US$	306	Official data
Algeria	United Kingdom	Cattle	Import Quantity	2002	Head	15	Official data
Algeria	United Kingdom	Cattle	Import Value	2002	1000 US$	53	Official data
Algeria	Unspecified	Cattle	Import Quantity	1995	Head	5000	Official data
Algeria	Unspecified	Cattle	Import Value	1995	1000 US$	9760	Official data
Algeria	China	Cattle	Import Quantity	2000	Head	20	Official data
Algeria	China	Cattle	Import Value	2000	1000 US$	21	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1987	Head	455	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1988	Head	25	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1989	Head	51	Official data
